Date,P1 : ]0 - 3] kW,P2 : ]3 - 9] kW,P3 : ]9 - 100] kW,P4 : ]100 - 250] kW,P5 : ]250 - 1000] kW,P6 : ]1000 - 12000] kW,P7 : > 12000 kW
20180902,4006711556.0,2101478149.0,7673641928.0,6355407040.0,3707362858.0,71352541065.0,7840313798.0
20180903,3639779885.0,1893627559.0,6937690211.0,5807996975.0,3639016996.0,56971222131.0,5662974845.0
20180904,3610837853.0,1842246929.0,6743842833.0,5678527281.0,3602735970.0,54239928169.0,5676653736.0
20180905,3198355579.0,1581779915.0,5799481135.0,5004520952.0,3410126799.0,50308023762.0,5339667064.0
20180906,2779538332.0,1184710906.0,4377554242.0,3982175242.0,3320107869.0,56198569619.0,6619031902.0
20180907,3514859072.0,1649524354.0,6081535810.0,5249420992.0,3819285520.0,66487622063.0,6956084882.0
20180908,3883748183.0,1981074876.0,7264693345.0,6093812094.0,3871049611.0,45365536311.0,3648070729.0
20180909,3459798847.0,1775141014.0,6505397896.0,5499256404.0,3409268782.0,44484931020.0,4487062132.0
20180910,3514077163.0,1750863088.0,6431148288.0,5484823053.0,3583557941.0,56533875583.0,5024125190.0
20180911,3789485839.0,1954853780.0,7164138595.0,5984867823.0,3632990185.0,58207372026.0,5255230022.0
20180912,3387126605.0,1726222612.0,6318665549.0,5358744159.0,3321461925.0,48700173795.0,4885715515.0
20180913,2849470474.0,1304462444.0,4831726251.0,4272936020.0,3306625661.0,53075108044.0,5171228168.0
20180914,3265885095.0,1562752262.0,5758481529.0,4958654107.0,3473307421.0,52725263149.0,5194469636.0
20180915,3666072911.0,1871872208.0,6868893545.0,5782317224.0,3600807725.0,51098162765.0,4320293126.0
20180916,3074614704.0,1551210287.0,5742813399.0,4966367837.0,3364621773.0,47430262491.0,4407715741.0
20180917,3433478142.0,1798237901.0,6594581409.0,5572159648.0,3405610034.0,54810934250.0,5090717679.0
20180918,2948140764.0,1479030873.0,5463581181.0,4763863525.0,3305266152.0,90369645923.0,10425838452.0
20180919,3311361105.0,1712867177.0,6289183005.0,5339469940.0,3387174333.0,75072865070.0,7762954733.0
20180920,3391834315.0,1739939033.0,6418634063.0,5411980781.0,3487482178.0,89113158646.0,8726718663.0
20180921,2403465245.0,1104339031.0,4146395879.0,3774560533.0,3210359075.0,148052867393.0,19488835285.0
20180922,2981970820.0,1486647994.0,5551887279.0,4776395235.0,3382705758.0,91788388649.0,9590983276.0
20180923,2788821355.0,1370348517.0,5046117077.0,4406984703.0,3174321534.0,163383859391.0,21901366001.0
20180924,3211515967.0,1613553308.0,5983054729.0,5123907313.0,3366474023.0,92411773983.0,9470134054.0
20180925,3377688299.0,1752516890.0,6477124849.0,5482853036.0,3362097369.0,98849171732.0,12406144286.0
20180926,3475708637.0,1771011444.0,6540089700.0,5515936400.0,3361327098.0,64478613758.0,6784029944.0
20180927,3398167470.0,1776493235.0,6554844481.0,5542560808.0,3356425886.0,45890084507.0,4111487611.0
20180928,3326904661.0,1683241947.0,6213687784.0,5282611370.0,3346335495.0,94067002536.0,10790026786.0
20180929,3313037150.0,1695851348.0,6252902864.0,5314723380.0,3321732943.0,105457242859.0,12870805074.0
20180930,3057976604.0,1570326898.0,5795021286.0,4962195694.0,3057866007.0,55674082466.0,5672157331.0
20181001,2586701653.0,1205543231.0,4394953619.0,3950654656.0,3075734106.0,107424650841.0,13022193772.0
20181002,2676595106.0,1301160111.0,4722356639.0,4194030747.0,3211772071.0,102299409743.0,11690975898.0
20181003,2721199084.0,1330732964.0,4824958012.0,4240396344.0,3192783414.0,62545863488.0,6334979568.0
20181004,3183399118.0,1629588676.0,5893913503.0,5049467757.0,3291949284.0,57572485741.0,5874604900.0
20181005,3224579658.0,1642032881.0,5932363716.0,5064457942.0,3273846751.0,62274822241.0,7107904911.0
20181006,2621786549.0,1269883964.0,4609383694.0,4133197316.0,3051978280.0,84870171240.0,10307336230.0
20181007,1943610765.0,816883821.0,3016650721.0,2950110960.0,2759397165.0,98511329571.0,11081923391.0
20181008,2416488633.0,1189172029.0,4320258057.0,3870334900.0,2798556197.0,32701133273.0,4139991803.0
20181009,2735308296.0,1399799523.0,5053659794.0,4432663837.0,3138165734.0,52681227245.0,6041503977.0
20181010,2346285199.0,1026145064.0,3724729306.0,3453513552.0,2917403910.0,90647559030.0,10946401569.0
20181011,2496064505.0,1095412159.0,3996842496.0,3686811642.0,3186908532.0,118331254132.0,15798024608.0
20181012,2710652833.0,1250511247.0,4541759095.0,4106998310.0,3305727311.0,116189294834.0,13310005408.0
20181013,3091005444.0,1391900959.0,5023610158.0,4438064494.0,3415776641.0,115761900537.0,12891590535.0
20181014,2668957872.0,1047783480.0,3797102595.0,3581085629.0,3058494215.0,128505660906.0,17645947167.0
20181015,2141581898.0,835232390.0,3066297917.0,3022834707.0,3112702443.0,72312482061.0,10032919689.0
20181016,2416907518.0,1084311467.0,3941445938.0,3687076612.0,3368898474.0,38346256986.0,4408203764.0
20181017,2423537016.0,1092096688.0,3965378837.0,3741023071.0,3511213148.0,37579395540.0,4563274427.0
20181018,2647703360.0,1200940619.0,4347188821.0,4007930182.0,3516563686.0,94600381905.0,12584130193.0
20181019,2807672891.0,1364515592.0,4925784225.0,4407816293.0,3624846662.0,71119372368.0,9161076092.0
20181020,2776712323.0,1330851162.0,4829327838.0,4335653845.0,3594930693.0,68354761487.0,8179576329.0
20181021,3007500189.0,1401963879.0,5089942023.0,4518018411.0,3617568026.0,63994623264.0,7229650059.0
20181022,2721471149.0,1128416176.0,4136276927.0,3868068064.0,3455137726.0,123380924996.0,15013952768.0
20181023,2872550397.0,1209084872.0,4434056934.0,4066025878.0,3596916337.0,93889208410.0,10485897535.0
20181024,2735035020.0,1200461622.0,4378320826.0,4005795557.0,3528745254.0,67827800319.0,6871334835.0
20181025,2429804941.0,1101161064.0,4030943561.0,3775421973.0,3424311458.0,44198097439.0,4563943102.0
20181026,1629344212.0,624978761.0,2367566387.0,2581074466.0,3182587087.0,53858688437.0,7171466793.0
20181027,2054731081.0,678168749.0,2507200002.0,2652694036.0,3067283974.0,60427959118.0,7335820442.0
20181029,1646697386.0,421452438.0,1607894858.0,2001352958.0,2951309262.0,119003906918.0,17330899490.0
20181030,2439698489.0,885904709.0,3275065372.0,3208750522.0,3525170757.0,129122775399.0,18460948964.0
20181031,1872450890.0,476099818.0,1821731642.0,2222565196.0,3523095637.0,100709565337.0,12554065052.0
20181101,2132486988.0,657791522.0,2672725941.0,2743458416.0,4180296869.0,120700650055.0,13422861626.0
20181102,2491590350.0,901955967.0,3562774650.0,3360365395.0,4278062838.0,77737595988.0,6048876668.0
20181103,2686602242.0,949076561.0,3532895871.0,3552498158.0,4653422038.0,100342386572.0,6873489232.0
20181104,2497148203.0,904373244.0,3359811619.0,3711620959.0,4386913466.0,104324121723.0,8180742958.0
20181105,2163674047.0,620953934.0,2376809072.0,2680677571.0,4205784136.0,120662395692.0,11436437479.0
20181106,2065520702.0,605628981.0,2323327945.0,2613307173.0,4361161032.0,142779793649.0,15321035141.0
20181107,1923658410.0,489153993.0,1898927140.0,2329777563.0,4271586705.0,196908457464.0,23114655826.0
20181108,2406773650.0,804376368.0,3023559725.0,3170337125.0,4685630771.0,120627333396.0,10382770905.0
20181109,2346495898.0,724578129.0,2723483329.0,2947421574.0,4611206410.0,145423602711.0,14247040677.0
20181110,1970804705.0,521614197.0,2027456727.0,2449002372.0,4531475660.0,208703280109.0,26007128165.0
20181111,2151394071.0,649269563.0,2484806796.0,2810668652.0,4570983198.0,178411452653.0,20796058376.0
20181112,2131380922.0,584209186.0,2266412771.0,2611622376.0,4490180958.0,120879711899.0,9770801851.0
20181113,2138689913.0,741507036.0,2791584057.0,3008995692.0,4525924358.0,116554537121.0,10660803712.0
20181114,2346856614.0,790995527.0,2979202763.0,3169654359.0,4677379730.0,104071908234.0,8687025675.0
20181115,2371367375.0,839690629.0,3131991596.0,3258260715.0,4660697022.0,98624653582.0,8138148641.0
20181116,2160524604.0,735831788.0,2770686210.0,3022822314.0,4638120123.0,88028433292.0,7015237686.0
20181117,2268982811.0,710410330.0,2662101187.0,2926457084.0,4461345378.0,141038678208.0,14832945121.0
20181118,2614627022.0,960036860.0,3561261555.0,3572157206.0,4612160123.0,171089927600.0,18462063160.0
20181119,2124312367.0,731796967.0,2758090720.0,2983936535.0,4411114859.0,174965871553.0,19628967251.0
20181120,1734430335.0,498718838.0,1936320278.0,2415391732.0,4260426952.0,110025890983.0,10889511194.0
20181121,2178028596.0,788048870.0,2961612975.0,3146248746.0,4559719365.0,88031213248.0,5905581770.0
20181122,1911587444.0,614749644.0,2368834994.0,2783468294.0,4605835438.0,92785192084.0,7514531776.0
20181123,1727662089.0,421015654.0,1651420606.0,2246123914.0,4410417572.0,99164103104.0,9187909488.0
20181124,2119369095.0,676136647.0,2591291960.0,2904845142.0,4702954636.0,98776956680.0,9554563434.0
20181125,1790985558.0,445526409.0,1750307904.0,2322793830.0,4467801093.0,108511282336.0,10370539576.0
20181126,1824508729.0,449049307.0,1770121395.0,2328973993.0,4601547659.0,87048538419.0,6424998025.0
20181127,1980679757.0,576604336.0,2231131458.0,2676481881.0,4836455262.0,125016908922.0,9721426006.0
20181128,1872998594.0,489143539.0,1932600160.0,2501108860.0,4711256290.0,174492805144.0,19514428135.0
20181129,1954240449.0,490510525.0,1957296416.0,2541825563.0,4783819938.0,204936647932.0,23443725534.0
20181130,2006686452.0,520095853.0,2025109948.0,2543919475.0,4662172816.0,141356223108.0,14509339305.0
20181201,1965627310.0,443474414.0,1827184277.0,2505346033.0,4932421786.0,188979207548.0,21424451435.0
20181202,1820930601.0,311301735.0,1350577162.0,2204387128.0,4995070245.0,222667389469.0,27014714201.0
20181203,2160128939.0,387003176.0,1633626767.0,2478508892.0,5575974829.0,230313429331.0,28817465535.0
20181204,2242943141.0,599090347.0,2408518887.0,3077413031.0,5972441001.0,99321308847.0,8688598312.0
20181205,2072016333.0,495979646.0,2049522282.0,2873751197.0,5955091884.0,128286117616.0,12480942609.0
20181206,2235124444.0,477545964.0,1971532414.0,2790160266.0,5918940994.0,150460571520.0,15230037229.0
20181207,2407135024.0,523346743.0,2140941407.0,2918663283.0,6012291388.0,243879946456.0,28252602122.0
20181208,2488559157.0,469052726.0,1949300157.0,3024712561.0,6116739247.0,271972958577.0,33700749092.0
20181209,2480595248.0,492013918.0,2024239420.0,3082465119.0,5833249821.0,254794853800.0,31393164211.0
20181210,2471783671.0,585608695.0,2373109479.0,3136795965.0,6046252772.0,133477495580.0,13941662137.0
20181211,2428480634.0,663351495.0,2669873745.0,3352360447.0,6196179372.0,82979310215.0,5225709729.0
20181212,2169275422.0,508839384.0,2096717936.0,2929926124.0,6080232978.0,102369565923.0,8528110398.0
20181213,2139451069.0,407786598.0,1716336746.0,2635662174.0,5912113102.0,156322841384.0,18420467992.0
20181214,2580081113.0,615570850.0,2465098183.0,3167861342.0,6231329088.0,109090274782.0,9619359497.0
20181215,2156199623.0,394077538.0,1681254252.0,2628248921.0,6182897704.0,147907357466.0,15003680728.0
20181216,1961435513.0,329401546.0,1435494403.0,2490219673.0,6299237148.0,115661147042.0,10871042970.0
20181217,2644704797.0,598077706.0,2417501599.0,3211778182.0,6797679325.0,142558324256.0,13996583706.0
20181218,2187587431.0,368799689.0,1616965672.0,2681808406.0,6620854724.0,191196247919.0,21416668236.0
20181219,2268910162.0,440702106.0,1863027960.0,2842302644.0,6531944223.0,169266633920.0,19333573731.0
20181220,2481618738.0,562228438.0,2294055629.0,3152276922.0,6664541633.0,198714721312.0,23613362642.0
20181221,2060474277.0,256547666.0,1206097693.0,2450874605.0,6588316415.0,256389672379.0,31416983539.0
20181222,2288368330.0,344969687.0,1527536394.0,2765337832.0,6699112370.0,201767083789.0,24741936095.0
20181223,2234428089.0,380353524.0,1654845228.0,3093652270.0,6782197616.0,191711662587.0,22649121080.0
20181224,2381081238.0,419384707.0,1784266698.0,2803362285.0,6669847529.0,115301559156.0,10710468135.0
20181225,2470306069.0,638985336.0,2591152625.0,3418082722.0,6646829159.0,93988133258.0,7596245619.0
20181226,2320891447.0,553514753.0,2277419962.0,3198100988.0,6555724307.0,88825118514.0,7321444198.0
20181227,2222537318.0,501805814.0,2096716060.0,3062489932.0,6544754545.0,79737251178.0,6627576562.0
20181228,2149883228.0,388552874.0,1683469966.0,2733664294.0,6375924243.0,108169083865.0,9751326261.0
20181229,2329487433.0,466951323.0,1965105342.0,2950195223.0,6250693927.0,105216403679.0,8747889290.0
20181230,2137042795.0,419869718.0,1803194128.0,2800514400.0,5951645890.0,93737425200.0,7423761943.0
20181231,2141610035.0,443136543.0,1871342720.0,2816990004.0,5832287911.0,90444412573.0,6824524987.0
20190101,2012797632.0,388114403.0,1674959993.0,2656555946.0,5619635607.0,102589924269.0,8123205818.0
20190102,2107172302.0,493034114.0,2066217869.0,2922796405.0,5646775942.0,125741491880.0,11570246817.0
20190103,2430704428.0,680796852.0,2745101760.0,3387956506.0,5709634551.0,116302689424.0,8774327813.0
20190104,2294122352.0,595998720.0,2429134636.0,3115244155.0,5560660173.0,111061465773.0,8804420814.0
20190105,2227022552.0,503642090.0,2083076561.0,2878480771.0,5465841845.0,118680981627.0,9787851813.0
20190106,1822363789.0,396106405.0,1694740993.0,2570282139.0,5049069076.0,96346893537.0,6299017482.0
20190107,1851189556.0,455621888.0,1895345188.0,2688139695.0,5009283261.0,111256642314.0,9291434979.0
20190108,1861035745.0,382290994.0,1631290119.0,2524654455.0,5009368097.0,183995149370.0,21962884983.0
20190109,2197958022.0,544046401.0,2218560427.0,2975666797.0,5236991776.0,180577492547.0,20856281311.0
20190110,2251138123.0,605291984.0,2444666023.0,3105663637.0,5291715197.0,120737665563.0,10359345648.0
20190111,2112175165.0,547580811.0,2238408341.0,2953376223.0,5223929579.0,104311659126.0,7416464149.0
20190112,2018165549.0,465620060.0,1934340145.0,2728865901.0,5076700862.0,160096073292.0,17290690150.0
20190113,1875010110.0,338103286.0,1483741374.0,2502553480.0,5024776492.0,239253860497.0,29903575811.0
20190114,2200373251.0,503620877.0,2078845274.0,2970738035.0,5726537127.0,159919318649.0,17601020646.0
20190115,2361483844.0,735221645.0,2922691711.0,3622245237.0,6021910441.0,103108891315.0,8268420481.0
20190116,2287222445.0,636948651.0,2558975950.0,3403082038.0,5906636922.0,147176831393.0,15680761479.0
20190117,2397149255.0,600405155.0,2427649020.0,3263984668.0,5729795784.0,174462790238.0,21178036313.0
20190118,2289878630.0,628476113.0,2541949795.0,3361326399.0,5871391727.0,100893093560.0,7918088149.0
20190119,2225243861.0,610879551.0,2478646011.0,3291729282.0,5790507691.0,114400742764.0,11567427316.0
20190120,1745681291.0,391602807.0,1676877910.0,2706603217.0,5364371720.0,87836197554.0,6898900981.0
20190121,2622517404.0,806715948.0,3152084056.0,3704197594.0,5689154029.0,92801569469.0,6408426149.0
20190122,2331189723.0,602817611.0,2435579736.0,3223068500.0,5670578986.0,138592292937.0,14557387146.0
20190123,2079468563.0,467938739.0,1938209745.0,2903620680.0,5716328022.0,129377453372.0,12067250482.0
20190124,2247567975.0,628935359.0,2532502374.0,3277677494.0,5873186785.0,103579993455.0,7285714649.0
20190125,2217809337.0,589150953.0,2361491895.0,3206609216.0,5882843350.0,113743631886.0,9408665812.0
20190126,2244529056.0,576586145.0,2341811133.0,3206087044.0,6073660089.0,190840499250.0,21752754645.0
20190127,2214840436.0,488447223.0,2053461416.0,3088113546.0,6200468187.0,268337091899.0,33134435814.0
20190128,2469685185.0,648829683.0,2599819799.0,3433669323.0,6416996230.0,177309430349.0,21195796145.0
20190129,2128926876.0,463532988.0,1942581698.0,2983226476.0,6253972143.0,141868875808.0,14484659312.0
20190130,2485617673.0,676320955.0,2689523828.0,3443401314.0,6417757594.0,158920132589.0,17226041815.0
20190131,1814706298.0,362295339.0,1591070377.0,2725979724.0,6243812697.0,136244475505.0,14450217978.0
20190201,2176209456.0,510554291.0,2277072827.0,3319811643.0,6644714877.0,118263753966.0,11661521313.0
20190202,2227741457.0,453065131.0,2045908334.0,3151210978.0,6636559706.0,177943455540.0,18853601313.0
20190203,2737864534.0,788166799.0,3361034993.0,4079543857.0,6824245825.0,148446331735.0,14277896979.0
20190204,2504505549.0,738703283.0,3186857777.0,4009470237.0,7052775048.0,159332525085.0,16226442314.0
20190205,2808688055.0,855917175.0,3605235288.0,4322653627.0,7111901157.0,103763384642.0,7913902983.0
20190206,2719387415.0,800987259.0,3430634792.0,4195217391.0,7178859524.0,137935511670.0,13461519148.0
20190207,2865935307.0,771584102.0,3311491809.0,4133685311.0,7256014006.0,212913272054.0,25651436980.0
20190208,2729589766.0,687248556.0,3014487785.0,4031670430.0,7659403500.0,248216354500.0,30936520642.0
20190209,2644199964.0,618584317.0,2763518489.0,3872783158.0,7702141577.0,250456961326.0,31690441478.0
20190210,2648286982.0,567160406.0,2513175139.0,3625466066.0,7404872212.0,268949091605.0,34599560477.0
20190211,3041502849.0,888185730.0,3765064307.0,4520685227.0,7755546819.0,146440843019.0,13566882647.0
20190212,3420775137.0,1190602618.0,4967016137.0,5414477789.0,8060341431.0,97245873229.0,5053973817.0
20190213,3489064994.0,1257999469.0,5243647591.0,5634183237.0,8089545609.0,114933440202.0,8251380148.0
20190214,3603733726.0,1282764246.0,5342252015.0,5695360659.0,7972246268.0,129574681154.0,10970552476.0
20190215,3639577853.0,1286061049.0,5355768279.0,5731644964.0,8026714824.0,129082593649.0,11521060316.0
20190216,3522337615.0,1271371748.0,5289387583.0,5687266146.0,8102682995.0,116201928738.0,8390802815.0
20190217,3597776084.0,1258161930.0,5245802063.0,5649259660.0,8036338115.0,161306349608.0,14799284480.0
20190218,3565788735.0,1259696208.0,5226143751.0,5593801743.0,7782190727.0,131780188720.0,11572210814.0
20190219,3107606651.0,1061237201.0,4443427595.0,5002733529.0,7521983235.0,91366904302.0,6028082648.0
20190220,3490396375.0,1319342447.0,5447827721.0,5722918187.0,7748734020.0,92756809125.0,5642062482.0
20190221,3518401195.0,1350267003.0,5571869210.0,5821216371.0,7704255807.0,89672222307.0,4869364652.0
20190222,3749391037.0,1402452429.0,5788378288.0,5967519946.0,7845274134.0,117758600317.0,8008346316.0
20190223,3740373428.0,1408343558.0,5822138305.0,6006089710.0,7757573868.0,154051882473.0,15370855652.0
20190224,3685787173.0,1396592787.0,5775923598.0,5922925855.0,7518967275.0,122508852024.0,10478159815.0
20190225,3915059686.0,1555282899.0,6373052638.0,6328014033.0,7644425042.0,121133779748.0,10177296984.0
20190226,3885676530.0,1541181855.0,6326048660.0,6287099294.0,7663705105.0,112164454371.0,8525751150.0
20190227,4000555038.0,1561839618.0,6409649857.0,6368412218.0,7755719082.0,101843721172.0,6118853650.0
20190228,3736689447.0,1236669673.0,5125647161.0,5388825988.0,7488972915.0,203145510049.0,21513730983.0
20190301,3344384913.0,1016106523.0,4196624725.0,4705223115.0,7418206577.0,163646426479.0,17281563651.0
20190302,3406802815.0,1021849892.0,4206325623.0,4709065124.0,7355237110.0,176157920280.0,18302760146.0
20190303,3180970782.0,1001314036.0,4152065368.0,4687006101.0,7236788678.0,259775221566.0,32355628645.0
20190304,3267279557.0,960305153.0,3972741144.0,4508184814.0,6882343211.0,260685751739.0,32444977648.0
20190305,3658307420.0,1332533718.0,5410354569.0,5556643790.0,7372902331.0,200633827924.0,23000253144.0
20190306,2657697323.0,551302158.0,2425241597.0,3383649815.0,6690122372.0,229062785161.0,28764243816.0
20190307,3750527424.0,1259568767.0,5117399638.0,5367576170.0,7469899485.0,251396504434.0,31538761150.0
20190308,3322164631.0,1134977937.0,4668498759.0,5031524766.0,7457629649.0,183050501425.0,21701109147.0
20190309,3022578279.0,859206295.0,3589735632.0,4278333701.0,7319005373.0,226638155264.0,28526737643.0
20190310,3505135478.0,1014111817.0,4216730522.0,4711084518.0,7364234367.0,255961893524.0,31946990643.0
20190311,4247252256.0,1479411151.0,5997001660.0,6020856625.0,7823435569.0,222006658316.0,27021485485.0
20190312,3735450219.0,1316472201.0,5387134696.0,5662117219.0,7722764889.0,235385252596.0,28508031648.0
20190313,3926161426.0,1252469369.0,5138159778.0,5441623230.0,7729887685.0,270508498417.0,34028830145.0
20190314,3293894727.0,866697489.0,3625079591.0,4355167438.0,7513590684.0,276456908232.0,34633850311.0
20190315,3038597079.0,807494262.0,3431614493.0,4195792154.0,7569079720.0,273024279940.0,34354419810.0
20190316,4010202571.0,1488056822.0,6041927790.0,6109362609.0,8027761834.0,261532879686.0,31513194981.0
20190317,3493669050.0,1239946225.0,5085973023.0,5364551357.0,7550224154.0,229774432707.0,27307856982.0
20190318,3575333453.0,1254309923.0,5146702715.0,5460359115.0,7737446641.0,129766141159.0,10878390147.0
20190319,3825957351.0,1368931388.0,5601771839.0,5815452160.0,7769403861.0,94197945358.0,5048093650.0
20190320,4304461005.0,1744631429.0,7043774694.0,5338529323.0,7081364399.0,104332412126.0,5847806982.0
20190321,3335470011.0,1906540852.0,7659033954.0,6873565566.0,6530939126.0,111680720562.0,8533702316.0
20190322,3499004420.0,1948117334.0,7821302731.0,7366800946.0,6965348941.0,91058894912.0,5085318815.0
20190323,3715006560.0,1895153270.0,7613506410.0,6837505201.0,6857159191.0,102520234359.0,6300039150.0
20190324,4171507856.0,1785331129.0,7186900128.0,6168885077.0,7022440086.0,118706718767.0,8900077649.0
20190325,4031294621.0,1831118192.0,7363745465.0,5586246168.0,6120510597.0,188147181686.0,19212687816.0
20190326,2453335410.0,2054023519.0,8385405646.0,7565078779.0,5310842989.0,141899558444.0,10996448981.0
20190327,2270421539.0,2031809339.0,8145100876.0,7144002608.0,5020599611.0,127656961885.0,8350562648.0
20190328,2223356717.0,2026038889.0,8117049717.0,7117970090.0,4960779405.0,128114735423.0,9321578644.0
20190329,2086541394.0,2065166560.0,8442101820.0,7555791999.0,4894678790.0,124614249971.0,9200798810.0
20190330,3207864234.0,2066171481.0,8275861074.0,7537682424.0,5864231157.0,107216454772.0,6900315809.0
20190401,4130320510.0,1917120223.0,7545240932.0,6901375298.0,6141271841.0,90543138392.0,11115498649.0
20190402,3025425979.0,1185573744.0,4782420662.0,4903278998.0,5671881837.0,105203806235.0,15461944317.0
20190403,2886539169.0,1062540850.0,4294156206.0,4606478687.0,5733301415.0,69260221206.0,10013125981.0
20190404,3619068422.0,1550137491.0,6196296870.0,6052197485.0,6605853364.0,81188603440.0,9826872316.0
20190405,3595235551.0,1476877869.0,5923562505.0,5866815730.0,6561161725.0,93171786995.0,11943701482.0
20190406,2670028593.0,963519324.0,3950608558.0,4454465400.0,6040031505.0,79288743762.0,11546703315.0
20190407,3088898943.0,1261256867.0,5097252739.0,5302329998.0,6489755863.0,59469969817.0,7531266816.0
20190408,3498487024.0,1567179703.0,6250310686.0,6058277950.0,6508603488.0,45027778199.0,4665603984.0
20190409,3785952878.0,1704704223.0,6756662658.0,6374514711.0,6471808151.0,47462414448.0,4560909814.0
20190410,3394705382.0,1315060583.0,5301547626.0,5382274432.0,6283243479.0,91228180151.0,10079153959.0
20190411,4381064971.0,1948284956.0,7644155406.0,7000865752.0,6312293245.0,121812937132.0,15848428374.0
20190412,4805331339.0,2261499816.0,8894178945.0,7949990343.0,6965697490.0,112098418717.0,12854236385.0
20190413,4808305971.0,2232630305.0,8776624361.0,7857672774.0,6757913383.0,104026201971.0,11245859182.0
20190414,4065818689.0,1806291556.0,7160529533.0,6702223325.0,6286460050.0,80125725107.0,7306907663.0
20190415,4152496332.0,1805175918.0,7159236865.0,6673830875.0,6171043464.0,121137649168.0,15226423838.0
20190416,3386362800.0,1287550007.0,5179028596.0,5217987232.0,5866411078.0,74328796903.0,9870393963.0
20190417,4394793016.0,1913726576.0,7582777886.0,6958182475.0,6507522471.0,78605836327.0,7535559864.0
20190418,4258876736.0,1741067262.0,6935740963.0,6496867852.0,6356134164.0,109561884566.0,13031052483.0
20190419,5084022581.0,2300339636.0,9017602734.0,7899467394.0,6452762895.0,87223792860.0,8681734870.0
20190420,4929399729.0,2249482198.0,8808051958.0,7716553182.0,6325516814.0,94693727749.0,10290225526.0
20190421,3604102934.0,1435170491.0,5719497647.0,5470471405.0,5496356067.0,65866024932.0,7371525526.0
20190422,3929495943.0,1684165837.0,6640054781.0,6133168014.0,5705296068.0,65709813599.0,6776268191.0
20190423,2883866020.0,977257266.0,4001798244.0,4301975596.0,5380602887.0,73276842521.0,8890539172.0
20190424,3832424461.0,1411438996.0,5663434841.0,5498397150.0,6164132089.0,149005525682.0,20151633312.0
20190425,3630725086.0,1279164688.0,5149475024.0,5117219162.0,6146610544.0,149478599010.0,20626932312.0
20190426,4111797821.0,1601438731.0,6385361853.0,6151953893.0,7010094501.0,102683743852.0,11643476148.0
20190427,4378725982.0,1638154124.0,6535181803.0,6313141470.0,7381137646.0,199492872515.0,26774277314.0
20190428,3877704658.0,1427366221.0,5749928371.0,5784547307.0,7302119259.0,113671996739.0,12931123645.0
20190429,4571992632.0,1945094014.0,7721880965.0,7166065370.0,7602813861.0,62911388058.0,5043680815.0
20190430,5223847586.0,2360220704.0,9262727483.0,8165300334.0,7575711064.0,77828601849.0,7472540480.0
20190501,4836457839.0,2163971436.0,8456087382.0,7634465373.0,7306135713.0,59928132674.0,4819977099.0
20190502,3618498239.0,1332323911.0,5305978134.0,5353143323.0,6710921048.0,77087919397.0,7955917214.0
20190503,3519710401.0,1280013511.0,5141160227.0,5268152010.0,6860022634.0,57839028929.0,5148102881.0
20190504,3927768347.0,1477471327.0,5867581666.0,5734114422.0,6937722439.0,137846314971.0,17208763531.0
20190505,4413942212.0,1898786796.0,7485775691.0,6892485201.0,7064300206.0,126337872957.0,14998840794.0
20190506,5016203186.0,2331629818.0,9103187386.0,8026996067.0,7162338885.0,77540798873.0,6508444961.0
20190507,4056552231.0,1787316126.0,7077154226.0,6614938193.0,6856672019.0,61126625035.0,4992330316.0
20190508,3279518244.0,1090853631.0,4404219312.0,4659328918.0,6222601489.0,150559107104.0,20315236319.0
20190509,3883897808.0,1360916478.0,5472533151.0,5627170828.0,7445890945.0,162627590513.0,22913374313.0
20190510,3775598803.0,1387001327.0,5573884157.0,5727166191.0,7457817486.0,72013463654.0,8442960396.0
20190511,4367799474.0,1564551394.0,6242290779.0,6168129647.0,7439797158.0,143558768276.0,20396976311.0
20190512,5486738222.0,2417023101.0,9456840129.0,8438211601.0,7788090680.0,130332741763.0,15502691482.0
20190513,5874113672.0,2601255800.0,10152431234.0,8878115483.0,7628551230.0,174769421687.0,21708820311.0
20190514,5711614013.0,2595654057.0,10125582698.0,8792051597.0,7401869677.0,167911110562.0,20869177812.0
20190515,5557480503.0,2552331759.0,9961025138.0,8661602403.0,7176586198.0,132465131274.0,15752923813.0
20190516,4819329739.0,2205272686.0,8644292955.0,7704400283.0,6827629999.0,88314500213.0,9906723820.0
20190517,3133001997.0,1035192553.0,4216187147.0,4523193405.0,5839760877.0,59215439550.0,6666983147.0
20190518,3509747278.0,1184986998.0,4808587923.0,5041856877.0,6612893338.0,52867243224.0,4771267315.0
20190519,3449258012.0,1181260860.0,4802850720.0,5005179223.0,6483948612.0,62091014493.0,6377604151.0
20190520,3816758303.0,1406295850.0,5641096962.0,5624923145.0,6758855070.0,78920987617.0,8701549648.0
20190521,4862178639.0,2082939871.0,8163926760.0,7372249804.0,7044689274.0,82284260609.0,8968571481.0
20190522,5150211769.0,2359248751.0,9226952181.0,8122964612.0,7156849001.0,60915276518.0,4584654400.0
20190523,4960680535.0,2301267068.0,9010476103.0,7929671956.0,6911185550.0,53890486502.0,4080567314.0
20190524,4514516356.0,1901769315.0,7448303221.0,6771818582.0,6383411122.0,62741488923.0,5644902650.0
20190525,4110311626.0,1636207241.0,6484621212.0,6172094157.0,6332812391.0,75420941446.0,7379425985.0
