Date,P1 : ]0 - 3] kW,P2 : ]3 - 9] kW,P3 : ]9 - 100] kW,P4 : ]100 - 250] kW,P5 : ]250 - 1000] kW,P6 : ]1000 - 12000] kW,P7 : > 12000 kW
20190526,4009569203.0,1606800832.0,6413032789.0,6091907641.0,6287175249.0,88071408869.0,8894377481.0
20190527,4031403644.0,1572422780.0,6267404432.0,5947485480.0,6446208139.0,88622595763.0,9510631481.0
20190528,3942779887.0,1494098412.0,6002510316.0,5822133822.0,6581381973.0,111135866179.0,12700619496.0
20190529,4521329260.0,1815682351.0,7207776513.0,6708111893.0,6967957980.0,80671678246.0,6615108496.0
20190530,4877579426.0,2093130536.0,8216223727.0,7351557140.0,6935662576.0,85567191190.0,7446143831.0
20190531,5482055549.0,2606189364.0,10141442324.0,8654823762.0,6850807506.0,56117371242.0,3865083320.0
20190601,5535683823.0,2658138159.0,10424880095.0,8829790707.0,6641389619.0,59875725164.0,4540333489.0
20190602,5290968523.0,2548173149.0,9994640423.0,8462183289.0,6357513539.0,88868221600.0,9340811832.0
20190603,4396439785.0,1970689763.0,7786976269.0,6868911981.0,5907354484.0,60783634263.0,5627528655.0
20190604,4697151100.0,2117535518.0,8364263854.0,7311879001.0,6015420291.0,103633721995.0,11668787831.0
20190605,3945932148.0,1613484119.0,6421017595.0,5855286647.0,5622609594.0,79822382335.0,9949752324.0
20190606,4676938441.0,2101215211.0,8329272371.0,7316370479.0,6322849726.0,82141795657.0,8761916826.0
20190607,4352463282.0,1743885830.0,6923699033.0,6247801538.0,5879399373.0,204196829189.0,29963133152.0
20190608,5000214046.0,2290568875.0,9059359877.0,7832488964.0,6351197625.0,172485242595.0,23584687648.0
20190609,3433226135.0,1379810399.0,5552133629.0,5299148889.0,5413987714.0,58289598107.0,5624190651.0
20190610,3602732464.0,1414248144.0,5682175322.0,5364792812.0,5499204764.0,72226760127.0,7780849314.0
20190611,3276774376.0,1204760823.0,4855423034.0,4876364847.0,5437103088.0,50384959440.0,4872225648.0
20190612,4383069825.0,1906271569.0,7591253042.0,6835120222.0,6379323475.0,79287464571.0,9544853150.0
20190613,4903620352.0,2215728345.0,8781221297.0,7718320797.0,6569555983.0,116477757858.0,15025657318.0
20190614,3941368814.0,1641397721.0,6531905773.0,6025363585.0,5662231044.0,61536549900.0,6084162312.0
20190615,3811186571.0,1492064912.0,6001778467.0,5708230804.0,6034289944.0,86256457193.0,9611093482.0
20190616,5038070780.0,2370641400.0,9348351429.0,8132985173.0,6759337998.0,81661253099.0,7588163147.0
20190617,5388100821.0,2647218151.0,10379648525.0,8765207730.0,6467625147.0,58815444836.0,4828146649.0
20190618,4686307236.0,2229174965.0,8788908258.0,7616228183.0,6075190280.0,69796362861.0,6993467312.0
20190619,4295548458.0,1921783209.0,7627095490.0,6789631644.0,5802356388.0,93579770649.0,12590476149.0
20190620,3997255142.0,1764109859.0,7019674520.0,6345432349.0,5484762861.0,69862865963.0,8127533815.0
20190621,4123221965.0,1765296141.0,6991592904.0,6317177551.0,5420959729.0,58440750622.0,6974490814.0
20190622,5056203039.0,2367939527.0,9316528189.0,7940828841.0,5978337461.0,76858929006.0,8385967982.0
20190623,4597744928.0,2164817553.0,8572200595.0,7427194675.0,5741891649.0,79624549084.0,9292268317.0
20190624,4294169835.0,1936698318.0,7666092693.0,6746474998.0,5369281000.0,78740059173.0,9381145146.0
20190625,4937255050.0,2355516051.0,9263198645.0,7847865919.0,5475427972.0,79980007292.0,9054738647.0
20190626,5343825141.0,2670256275.0,10437640828.0,8625953854.0,5434996607.0,104279098077.0,11858656651.0
20190627,5280816166.0,2674112626.0,10446981681.0,8574820841.0,5201989728.0,120609074502.0,15656060481.0
20190628,5158003140.0,2655638470.0,10373695147.0,8519148729.0,5034332574.0,93357416556.0,11733974481.0
20190629,5166915498.0,2664744674.0,10409748960.0,8494537088.0,4978808729.0,75351594448.0,9406919646.0
20190630,4802302739.0,2443563074.0,9560079165.0,7906727799.0,4734074915.0,75456177759.0,9770964981.0
20190701,4445224586.0,2260061311.0,8275677419.0,6887638527.0,4431635470.0,67952216944.0,8208418651.0
20190702,4044102912.0,2501230489.0,9141784543.0,7480053223.0,4166200169.0,74652970828.0,9348141399.0
20190703,4932546945.0,2622172050.0,9558607157.0,7788149639.0,4712896219.0,115793073594.0,15838122476.0
20190704,4048992366.0,2721248856.0,9947892743.0,7913323128.0,3598459396.0,90281731675.0,11188257816.0
20190705,2745718258.0,2634624333.0,9626052847.0,7827092822.0,3314222562.0,60707698563.0,6495345481.0
20190706,1938402293.0,2573631262.0,9401594572.0,7653060155.0,2374952656.0,57484322051.0,6154485312.0
20190707,4073821205.0,2424166985.0,8875850374.0,7274391481.0,3767484814.0,63376815995.0,6754590317.0
20190708,3705533605.0,2260274473.0,8749194001.0,7205040292.0,2924187465.0,76975583468.0,9774379984.0
20190709,4094602604.0,2379243635.0,8674774525.0,7115015013.0,3908629826.0,90340192644.0,12363828148.0
20190710,3265188942.0,2640977016.0,9675953038.0,7902143605.0,3598586680.0,71407752967.0,6488980986.0
20190711,2877592395.0,2132174108.0,7844777520.0,6402760913.0,3180408692.0,54806425000.0,4531779649.0
20190712,4070282743.0,2246496082.0,8255527482.0,6774099986.0,4217934530.0,93496848987.0,11491661152.0
20190713,2381744902.0,2516716732.0,9221480619.0,7542432746.0,2708431734.0,78994243860.0,8329554983.0
20190714,3930657219.0,2437501764.0,8930131962.0,7211141105.0,4027746469.0,108435897451.0,13973512481.0
20190715,4752017872.0,2564446795.0,9399316912.0,7625855103.0,4430680875.0,93234946889.0,10229438566.0
20190716,4323479018.0,2610403957.0,9562850614.0,7764863824.0,4348032494.0,56518064335.0,5437385648.0
20190717,4245101016.0,2354219724.0,8657114304.0,6979661756.0,4088349394.0,55527242136.0,5123054150.0
20190718,2693137606.0,1798298937.0,6703655726.0,5469890527.0,3306908064.0,79439417548.0,8737004149.0
20190719,4203027817.0,2492891937.0,9126878858.0,7440778781.0,3365447746.0,64071894944.0,5399879985.0
20190720,2612946564.0,1779072387.0,6590480834.0,5557811773.0,3209175753.0,107311867766.0,14987475319.0
20190721,2802605597.0,2195168258.0,8075994067.0,6712108042.0,3309686747.0,52533046774.0,5633577149.0
20190722,3626946807.0,2574388512.0,9414520008.0,7583732356.0,3621699947.0,48521479533.0,4893161231.0
20190723,4134594227.0,2475872862.0,9563890070.0,7513073358.0,3511511199.0,68859321113.0,7666996818.0
20190724,4734478121.0,2629330328.0,9605144822.0,7638352187.0,4247042691.0,66165368876.0,7425182485.0
20190725,4045073496.0,2546953203.0,9314418933.0,7400904883.0,3584326720.0,80329559804.0,10364126318.0
20190726,3385084996.0,1794084485.0,6584013712.0,5467279651.0,3540428173.0,75057121160.0,10976200147.0
20190727,2080065996.0,1293145730.0,4795689733.0,4400902755.0,3089115602.0,74636178854.0,10683359982.0
20190728,2124090692.0,2064482160.0,7623694065.0,6289362492.0,2995894569.0,109203755827.0,13775701480.0
20190729,4190957156.0,2534428421.0,9310979575.0,7445749159.0,4209871138.0,70618764832.0,6057433649.0
20190730,3503329491.0,1791416140.0,6655547536.0,5456273208.0,3942689189.0,147433801111.0,19397162482.0
20190731,3692390279.0,2130604696.0,7888057056.0,6355706730.0,4082604513.0,95767275306.0,11142950481.0
20190801,3111738302.0,2014992987.0,7664559370.0,6505901151.0,3587746902.0,47930297071.0,4938639483.0
20190802,4348477154.0,2444048672.0,9264891954.0,7626500269.0,4097134743.0,71700598209.0,7616569649.0
20190803,3763915275.0,2410932784.0,9140520521.0,7542956251.0,3878480852.0,58135319870.0,5605412984.0
20190804,2397841119.0,2340828823.0,8862717660.0,7332943714.0,2887554289.0,54592056717.0,5633075981.0
20190805,3700852108.0,2058672481.0,7838373024.0,6442817951.0,3759188707.0,69834783717.0,8544149314.0
20190806,2597684603.0,1658523872.0,6360473628.0,5403391407.0,2981785343.0,54006665598.0,6284525488.0
20190807,2387816514.0,1708506552.0,6528203256.0,5729267086.0,3166079152.0,61220106612.0,7755451315.0
20190808,3691961658.0,2288900030.0,8694110221.0,7108847027.0,3847157150.0,52916704525.0,5408492318.0
20190809,2781430070.0,1902293873.0,7242545562.0,6072359826.0,3267607767.0,132707614199.0,18363808985.0
20190810,3632419944.0,1807370655.0,6950674422.0,6078076858.0,4098145369.0,189742184784.0,28407193645.0
20190811,2530530533.0,1600151129.0,6139520685.0,5342159798.0,2709292612.0,71612062715.0,8114350817.0
20190812,1429878713.0,1623135320.0,6255944139.0,5607521887.0,2396313095.0,84996913562.0,11244088314.0
20190813,3723032118.0,1875118405.0,7213074441.0,6310312883.0,4398089325.0,77697309254.0,8801289316.0
20190814,3447897817.0,2156692529.0,8225329079.0,6969215750.0,3812019732.0,86509024635.0,9314768648.0
20190815,2689783229.0,1454189520.0,5627427776.0,5135150404.0,3506438661.0,133120840443.0,19629000153.0
20190816,2045762872.0,2031961981.0,7780124804.0,6631166926.0,2177048856.0,82018970120.0,8891553318.0
20190817,2015141494.0,1715862497.0,6566842178.0,5779329575.0,2810366227.0,111964934885.0,16318083313.0
20190818,3675647310.0,1859678852.0,7098346981.0,6094139327.0,3788546343.0,107640659589.0,14988136153.0
20190819,2518693656.0,1625273867.0,6232036705.0,5541664929.0,3130511013.0,71651795858.0,9063327814.0
20190820,2943310806.0,1571710076.0,6017756499.0,5407600428.0,3170224112.0,53543201521.0,5823402486.0
20190821,2880729366.0,2164678524.0,8276841928.0,6841341978.0,3414144575.0,66082971360.0,7005673650.0
20190822,2186478838.0,2365277367.0,9005052555.0,7502067820.0,2891059622.0,62299171724.0,7025772484.0
20190823,4006660908.0,2392526122.0,9105678941.0,7577588270.0,3929846134.0,68265688003.0,8352824985.0
20190824,2535670829.0,2373302270.0,9022476011.0,7496381834.0,2852473479.0,58563150459.0,6619519814.0
20190825,4307052693.0,2388287313.0,9064581512.0,7475059832.0,3994122730.0,44935239009.0,4914503814.0
20190826,4050729797.0,2227502815.0,8459932808.0,7050528699.0,3948043444.0,45996881576.0,5114967574.0
20190827,2444423053.0,1589404668.0,6073146695.0,5365623810.0,2783952487.0,47492782336.0,5599880796.0
20190828,2351160749.0,1736242554.0,6655556090.0,5802752304.0,2720190049.0,47064984231.0,5727689761.0
20190829,4037301333.0,2192062640.0,8344781098.0,6961708413.0,3849928023.0,54102564708.0,6219073241.0
20190830,4181280868.0,2279337461.0,8662482517.0,7193457480.0,3969669554.0,49121823326.0,5182327236.0
20190831,4045007061.0,2168437264.0,8251002895.0,6907930370.0,3832231617.0,90628890067.0,12858968071.0
20190901,3080479715.0,1515909799.0,5793316628.0,5139943706.0,3404222269.0,60216279578.0,8112005150.0
20190902,4085048967.0,2151735004.0,8176625287.0,6841654114.0,4032096269.0,74653132766.0,7904572151.0
20190903,4127361732.0,2215787256.0,8427627930.0,7008931056.0,4067590571.0,63878783173.0,6701567150.0
20190904,4030230487.0,2143123520.0,8147524728.0,6778209288.0,3923687271.0,96285678928.0,12371114979.0
20190905,3123271269.0,1540907189.0,5938562182.0,5269119413.0,3809131109.0,101163695171.0,12888960482.0
20190906,3773699947.0,2021814145.0,7711220922.0,6527887131.0,3862973483.0,84705960855.0,9141166819.0
20190907,3503932474.0,1750361544.0,6702926365.0,5803822847.0,3805313070.0,76345101271.0,8823201819.0
20190908,3590575673.0,1812352996.0,6920429246.0,5943695096.0,3728043548.0,74297130066.0,8963084148.0
20190909,2659306074.0,1372265084.0,5305227306.0,4690946608.0,3448062585.0,44596040073.0,4716624316.0
20190910,3313117870.0,1710711191.0,6471513712.0,5561584878.0,3107044047.0,47411312395.0,6154029648.0
20190911,3529018311.0,1803196483.0,6868682424.0,5935803665.0,3922976672.0,75429634690.0,9080169649.0
20190912,3731677856.0,1952103124.0,7447997994.0,6317319961.0,3923113963.0,64353562741.0,7675194484.0
20190913,3623974564.0,1999752450.0,7608853246.0,6434265323.0,3669480260.0,60529075421.0,7129600649.0
20190914,3591904538.0,1874737058.0,7153863361.0,6097815308.0,3549711221.0,69478057828.0,8877042146.0
20190915,3953184127.0,2128000519.0,8081746375.0,6729826045.0,3599821161.0,49735259564.0,4937055480.0
20190916,3589450473.0,1997826414.0,7612795663.0,6412993255.0,3566647584.0,50749675713.0,5662762978.0
20190917,3423261110.0,1868902987.0,7131452173.0,6084476172.0,3519357394.0,73398545839.0,9525891816.0
20190918,3655662355.0,1949053268.0,7444241617.0,6303894748.0,3589422630.0,134072859999.0,19029633315.0
20190919,3816994945.0,2018016086.0,7700132109.0,6482373296.0,3738312754.0,142646281087.0,20090895311.0
20190920,3856755086.0,2022557405.0,7714132002.0,6490606517.0,3686204486.0,139992347251.0,19229469152.0
20190921,3521844748.0,1700359365.0,6441418987.0,5560901655.0,3072632847.0,119630983040.0,17335578145.0
20190922,2301396301.0,1017274527.0,3951114247.0,3809364186.0,2877279587.0,110240787293.0,16320884649.0
20190923,2313468969.0,1309056697.0,5074398126.0,4513709769.0,3039988569.0,84649123090.0,10278484148.0
20190924,2184001993.0,1000535838.0,3931393357.0,3833706875.0,3152076322.0,120813679162.0,17821473478.0
20190925,2320825443.0,988595006.0,3852727040.0,3813479450.0,3159360859.0,129611150981.0,18606635818.0
20190926,2638600118.0,1238564378.0,4801771276.0,4478782533.0,3392124242.0,145672313042.0,20617644646.0
20190927,2824898197.0,1381834392.0,5341756431.0,4714614826.0,3399796739.0,144098969346.0,20870416811.0
20190928,2676338951.0,1282722863.0,4978326255.0,4637565063.0,3449781990.0,148331282471.0,22150117647.0
20190929,3090116073.0,1550288944.0,5969699446.0,5253207439.0,3437201975.0,216312166417.0,32086300150.0
20190930,2660043406.0,1357649480.0,5264636618.0,4622157184.0,3225908627.0,104268352466.0,14660842314.0
20191001,2488048717.0,1196218076.0,4645762312.0,4419288028.0,3302737089.0,144861690050.0,21944606977.0
20191002,2414093573.0,1050559525.0,4117544804.0,4116751077.0,3663064342.0,111745165115.0,15743554648.0
20191003,2713290155.0,1350795154.0,5254195026.0,4956024095.0,3897129679.0,63903122778.0,6108173454.0
20191004,2086916824.0,867262529.0,3432933657.0,3629672904.0,3397553914.0,143091596976.0,21713723430.0
20191005,2386387712.0,1068874568.0,4186395969.0,4174089632.0,3615033921.0,64273564093.0,6689219092.0
20191006,2451957513.0,1062823379.0,4131398038.0,4120450451.0,3469044401.0,124123746907.0,18382164591.0
20191007,2515052196.0,1089767303.0,4276172067.0,4309309003.0,3885371328.0,93680995249.0,11600344591.0
20191008,2733808449.0,1282760608.0,4985284139.0,4757395364.0,3847531566.0,126795744424.0,19383984261.0
20191009,2265475001.0,880412906.0,3474177392.0,3697868936.0,3440649360.0,153233803556.0,24020703426.0
20191010,2948812878.0,1335001931.0,5192402177.0,4737344601.0,3979039802.0,129714768409.0,19723225676.0
20191011,3183694995.0,1545577036.0,5977497041.0,5538528091.0,4161798694.0,140932499610.0,20960215587.0
20191012,2494869583.0,1029431643.0,4034651751.0,4112903030.0,3437425190.0,126257891176.0,18841732758.0
20191013,3101671288.0,1380653464.0,5343958270.0,4998827989.0,3634945014.0,155425152524.0,23303095255.0
20191014,2384307254.0,959269500.0,3776794599.0,3883340656.0,3241620445.0,114637425000.0,17836626758.0
20191015,2305663726.0,915260796.0,3642664224.0,3288506950.0,3566646861.0,97960191184.0,13233397647.0
20191016,2351723811.0,1092782416.0,4304104672.0,4246434963.0,3940526254.0,164677957357.0,27912374978.0
20191017,2078146736.0,835441319.0,3329125625.0,3103821389.0,3456930897.0,104455784768.0,16910726145.0
20191018,2172425570.0,836872794.0,3336756927.0,3521440655.0,3751729463.0,155596538998.0,26337858480.0
20191019,2037280032.0,723156458.0,2915354271.0,3211631794.0,3830621107.0,80260573485.0,12929154148.0
20191020,1853457232.0,592241359.0,2419995038.0,3037202341.0,3831811117.0,75744854909.0,10818523317.0
20191021,2303711313.0,871256905.0,3455483327.0,3833398630.0,4253883194.0,76655960546.0,13919756813.0
20191022,2249061008.0,770350719.0,3071167975.0,3588121542.0,4503417639.0,45491785967.0,6975227986.0
20191023,1969147314.0,515222510.0,2138778533.0,2959466538.0,4689330639.0,75594096730.0,11208878149.0
20191024,2796856616.0,890062450.0,3572637047.0,4006039976.0,5238666535.0,109396006587.0,18566109312.0
20191025,2597931933.0,1158575335.0,4580915801.0,4499610561.0,4970402869.0,122791911162.0,17130314148.0
20191026,3342584789.0,1304082193.0,5136403117.0,5166032649.0,5592982519.0,162665059291.0,24158400481.0
20191028,1810577574.0,536353152.0,2245292465.0,3086172365.0,4618728341.0,70181671587.0,10343217311.0
20191029,2332181278.0,860714283.0,3456577127.0,3702529829.0,4686011545.0,88147826694.0,12981656816.0
20191030,2206731231.0,775026403.0,3141331889.0,3651068951.0,4635377015.0,67314985746.0,9610499148.0
20191031,2028588391.0,546400401.0,2278252262.0,3076122502.0,4740276775.0,79368767481.0,10491134482.0
20191101,2093402113.0,452481164.0,1897049002.0,2857350263.0,5203750802.0,167908216970.0,22420235313.0
20191102,2526049181.0,601193354.0,2461019240.0,3314766403.0,5898097309.0,241362508565.0,35127547647.0
20191103,2603321282.0,646012048.0,2600680667.0,3415951557.0,5782448273.0,190206847338.0,25019776145.0
20191104,2757482304.0,721775339.0,2916295013.0,3681578773.0,6219755185.0,207604194016.0,28624151980.0
20191105,2651640374.0,676605254.0,2748865742.0,3654744542.0,6566992593.0,126284530623.0,12497134147.0
20191106,2747102146.0,699999627.0,2855466519.0,3746083363.0,6732764673.0,111393867933.0,9497242980.0
20191107,2876975666.0,669049293.0,2716503303.0,3666657188.0,6727519372.0,172079028479.0,22934889145.0
20191108,3045944721.0,819597450.0,3269519602.0,4074863782.0,7105140670.0,102067242134.0,8170492563.0
20191109,3105968385.0,854898681.0,3413041658.0,4224647612.0,7213255120.0,121310596985.0,11456240644.0
20191110,2956150240.0,742285777.0,3000990261.0,3914664782.0,6947464091.0,118145665074.0,10896117812.0
20191111,2822538092.0,667787074.0,2741276966.0,3715603891.0,6805844996.0,166979106406.0,20789685982.0
20191112,3041692105.0,837641563.0,3358433143.0,4142363328.0,6917211826.0,173559298235.0,21311354315.0
20191113,2827826431.0,791691410.0,3195554920.0,4046882607.0,6859821422.0,137978174511.0,14424998979.0
20191114,2471618706.0,614807773.0,2504280431.0,3514172697.0,6408256962.0,122116083069.0,14553832815.0
20191115,2440826162.0,630709676.0,2590430894.0,3573113323.0,6557686439.0,112684121093.0,11850965985.0
20191116,2531815193.0,664024945.0,2720428753.0,3701699867.0,6691910092.0,105187405831.0,10580484480.0
20191117,2430660434.0,633147546.0,2599404357.0,3606173495.0,6562303266.0,83065741945.0,6148270815.0
20191118,2506479491.0,664749338.0,2721271630.0,3715336425.0,6612410683.0,109142855540.0,11114681647.0
20191119,2521992887.0,663587111.0,2737267134.0,3780431045.0,6777294964.0,93360066884.0,6631311334.0
20191120,2763355567.0,557124772.0,3093637853.0,4037241482.0,6810761191.0,135646442909.0,14768754669.0
20191121,2427501603.0,622821274.0,2589444898.0,3642628233.0,6684455485.0,136118501549.0,16746676675.0
20191122,2554651016.0,614028352.0,2551253714.0,3637972193.0,6591308731.0,202201080740.0,28209977834.0
20191123,2137306038.0,436780248.0,1902123284.0,3158398631.0,6312720695.0,150938867258.0,18982326502.0
20191124,2279251096.0,555196232.0,2330380183.0,3420693565.0,6306238738.0,99616543873.0,8055048985.0
20191125,2309576815.0,563083331.0,2376462840.0,3539610575.0,6651004359.0,126773711849.0,14923771483.0
20191126,2254882882.0,509402442.0,2198349125.0,3479852008.0,6921722421.0,171676379867.0,22562869812.0
20191127,2599712905.0,527263010.0,2242305398.0,3437778194.0,6934642823.0,257743249856.0,38237768151.0
20191128,2613847733.0,532010682.0,2268202670.0,3476000866.0,7022828948.0,217960704940.0,31295748478.0
20191129,2764722469.0,651996625.0,2702727838.0,3781873473.0,7112331465.0,109202281955.0,9753069650.0
20191130,2518620831.0,463489709.0,2016328196.0,3395079908.0,7117024233.0,138739097143.0,15320945983.0
20191201,2333003683.0,423929131.0,1958910652.0,3388211953.0,6920262499.0,137270842464.0,15000148315.0
20191202,2950705074.0,698686951.0,3051681546.0,4153431275.0,7225996002.0,131516892025.0,12185878858.0
20191203,2857503681.0,751139933.0,3250505480.0,4345171147.0,7431414859.0,116479785817.0,9143573196.0
20191204,2774304181.0,684774435.0,2969818149.0,4133526378.0,7403723063.0,101199892606.0,8153340199.0
20191205,2581146259.0,634434974.0,2786155866.0,4023720098.0,7467560634.0,89464398896.0,6247157984.0
20191206,2587827280.0,579815054.0,2603888064.0,3906383330.0,7564579878.0,201427240334.0,27155460149.0
20191207,2554456272.0,570857771.0,2554782128.0,3845147525.0,7420516400.0,142551986837.0,16925479483.0
20191208,2593299357.0,572025978.0,2557340500.0,3815576005.0,7261587678.0,259515152740.0,36435303311.0
20191209,2725950160.0,530364944.0,2404869817.0,3720632482.0,7356146237.0,273402847675.0,37492505645.0
20191210,2795385026.0,663311924.0,2936152725.0,4139471121.0,7641039731.0,186714854701.0,21582324647.0
20191211,2416437644.0,361850651.0,1745202123.0,3275944411.0,7307876433.0,161198140289.0,19604444813.0
20191212,2589214729.0,458609742.0,2118382924.0,3536254746.0,7418554167.0,218890157120.0,29243253645.0
20191213,2436079947.0,469787266.0,2150412494.0,3320743702.0,6108534894.0,276225061104.0,39383289812.0
20191214,2458282574.0,537477458.0,2417674753.0,3492025654.0,5917835803.0,258223994817.0,37739613476.0
20191215,2482881154.0,579121997.0,2580726656.0,3684413932.0,6450414660.0,209781706433.0,29458008978.0
20191216,2336559054.0,292522789.0,1486759634.0,2984948083.0,6556016463.0,151091788238.0,18337413146.0
20191217,2564424015.0,348466055.0,1703998530.0,3190502654.0,6972156758.0,186019571828.0,26351699645.0
20191218,2848503479.0,612339544.0,2736096908.0,3958813699.0,7385124170.0,174208434624.0,20201079979.0
20191219,2686691668.0,384114205.0,1853040607.0,3383040912.0,7427050923.0,259149504066.0,37727926644.0
20191220,2590842624.0,445775639.0,2056655657.0,3419514080.0,6881427274.0,245825982475.0,36670386979.0
20191221,2811907228.0,553438852.0,2505684637.0,3826147669.0,7347495030.0,230980660751.0,31971726480.0
20191222,2723176669.0,504583403.0,2298217572.0,3591798113.0,7027456325.0,257804955472.0,36653501148.0
20191223,2805127233.0,596163018.0,2659956103.0,3847008361.0,7039978150.0,223846189470.0,31304049478.0
20191224,2875691729.0,567201704.0,2553379222.0,3831432924.0,7319358857.0,246295883539.0,34374625144.0
20191225,2865857132.0,639683312.0,2850091329.0,4075615071.0,7584989613.0,136434185517.0,14801521481.0
20191226,2661132981.0,484083810.0,2233068722.0,3652846091.0,7648224289.0,176354239725.0,19704061649.0
20191227,2673743766.0,482638719.0,2229998641.0,3669233860.0,7816249853.0,144898705129.0,15164862317.0
20191228,2640102589.0,615356545.0,2758397830.0,4076064438.0,7915399549.0,111151736613.0,9377464146.0
20191229,2501035250.0,581131363.0,2629916427.0,4022287121.0,7889270160.0,115425955497.0,11680107817.0
20191230,2744397733.0,738127299.0,3227741969.0,4394996616.0,7974115253.0,107259456768.0,10685080317.0
20191231,2624228103.0,611768874.0,2739366576.0,4078541639.0,7929843442.0,96453997446.0,8109022816.0
20200101,2391209755.0,493416751.0,2374072838.0,3792103088.0,7860901050.0,97946505884.0,9324964691.0
20200102,2386939475.0,465848840.0,2255458159.0,3713173387.0,7738350490.0,132401000380.0,14831884570.0
20200103,2350394238.0,406333315.0,2016680597.0,3542090467.0,7723234464.0,197996839704.0,28012142755.0
20200104,2656416150.0,606196271.0,2842924954.0,4148262815.0,7850162712.0,125683727918.0,11955774358.0
20200105,2543315238.0,643253577.0,3005997485.0,4268238615.0,7809823745.0,98373691719.0,6153446024.0
20200106,2775739199.0,716151255.0,3281494459.0,4423505202.0,7648923511.0,144105724600.0,16618281040.0
20200107,2337153683.0,465262025.0,2248518875.0,3660128643.0,7395413463.0,141011385861.0,15588126543.0
20200108,2406197510.0,549550020.0,2590528366.0,3878554028.0,7353540200.0,146624194999.0,17220050913.0
20200109,2537916465.0,577961662.0,2722741519.0,3988112087.0,7422437713.0,243851263267.0,34515213789.0
20200110,2526657244.0,493545517.0,2369915440.0,3720852543.0,7326687795.0,160524709780.0,18900406767.0
20200111,2560199018.0,635658078.0,2975648536.0,4212217814.0,7504060445.0,138229456098.0,13320368298.0
20200112,2490288328.0,673316168.0,3116259081.0,4267714905.0,7231875850.0,176570277557.0,22944379855.0
20200113,2324642090.0,536298409.0,2544171744.0,3851316359.0,7107989715.0,187071804840.0,24464022933.0
20200114,2442723329.0,508894547.0,2448164442.0,3735550505.0,6964738222.0,289097634071.0,43168485647.0
20200115,2426068145.0,531359390.0,2529524564.0,3761643999.0,6725551558.0,239840219256.0,34860239691.0
20200116,2787465927.0,823323296.0,3717496509.0,4594371614.0,6871797927.0,196242714168.0,25789637479.0
20200117,2341747772.0,503378433.0,2395721884.0,3658386562.0,6753025664.0,209186665171.0,29714072718.0
20200118,2737733835.0,770808698.0,3509603618.0,4532452281.0,7332757974.0,128588538940.0,13329325223.0
20200119,2696887995.0,782697282.0,3546398815.0,4506108791.0,7035194082.0,167185049831.0,19126329222.0
20200120,2922962757.0,872544584.0,3879515407.0,4681328639.0,6784712300.0,167048565182.0,19499004498.0
20200121,2771532268.0,836450252.0,3726584808.0,4552340838.0,6679537838.0,122193040264.0,12178232684.0
20200122,2732094345.0,801985669.0,3588527132.0,4437262022.0,6634887714.0,138035979991.0,14703832647.0
20200123,2348719544.0,507085226.0,2445318557.0,3663593914.0,6653839359.0,142474090726.0,16038794488.0
20200124,2528165221.0,676199786.0,3095370657.0,4151386841.0,6756008095.0,90894047736.0,7018201297.0
20200125,2492042295.0,689120613.0,3155107847.0,4209517049.0,6768383005.0,92012085144.0,7497057420.0
20200126,2089116132.0,495964222.0,2361903290.0,3622605919.0,6519443535.0,141170257250.0,17414196426.0
20200127,2064816674.0,362234878.0,1824509499.0,3263420568.0,6487373198.0,229367854103.0,35899379851.0
20200128,2737601174.0,652368720.0,3032461508.0,4167083728.0,7123236078.0,278811107520.0,42333953411.0
20200129,2837630842.0,774681554.0,3531375985.0,4515732979.0,7432329009.0,193187322249.0,27523423501.0
20200130,2362047775.0,454108913.0,2218187712.0,3648709745.0,7324685541.0,214071519947.0,32601079274.0
20200131,2689172433.0,630293672.0,2949833683.0,4180074130.0,7698570323.0,200036337454.0,29007315199.0
20200201,2600541779.0,521976872.0,2505496202.0,3856180939.0,7614772332.0,241462600931.0,36554742292.0
20200202,2578475941.0,559324452.0,2638331905.0,3899625638.0,7638538576.0,245328705722.0,36057539487.0
20200203,2964018244.0,821280337.0,3698315515.0,4546969367.0,7575726661.0,215003389259.0,29901702071.0
20200204,3134795999.0,868362731.0,3907156714.0,4732188606.0,7612771596.0,250879010184.0,36682321819.0
20200205,3244701611.0,1014143212.0,4529784058.0,5218158440.0,7872953308.0,117875892302.0,9049780848.0
20200206,3466648606.0,1166415513.0,5160051140.0,5682348678.0,7900437461.0,138127703460.0,12842911346.0
20200207,3307430415.0,1045269533.0,4652867149.0,5384988388.0,7877905162.0,163832723093.0,20574089367.0
20200208,2804342605.0,820015898.0,3739713161.0,4744943409.0,7672541582.0,145965219957.0,17796209633.0
20200209,2520238748.0,597167402.0,2843116098.0,4083806346.0,7327803141.0,281741806327.0,42461700984.0
20200210,2820326166.0,755124198.0,3454836528.0,4329508685.0,7044478878.0,281921723733.0,42653396679.0
20200211,3099370704.0,857541968.0,3869544927.0,4740362946.0,7495644880.0,274138823658.0,42442216384.0
20200212,3242929295.0,1068292671.0,4743527203.0,5399305928.0,7854350915.0,198114189181.0,27879752782.0
20200213,2761814066.0,721107651.0,3301270809.0,4355790903.0,7434235713.0,274177656936.0,41727038796.0
20200214,3167308133.0,994784061.0,4461049059.0,5173820343.0,7937477671.0,161336640217.0,17868151539.0
